RSC ID,Player Name,Franchise,Team,Base MMR,Current MMR,Contract Status,Contract Length,Waiver End,Tier,Captain
RSC012931,daysil,Pawverse,Hellhounds,1625,1625,Rostered,2,,Elite,FALSE
RSC007655,Geo,Pawverse,Hellhounds,1615,1615,Rostered,2,,Elite,TRUE
RSC010509,boywunder,Pawverse,Hellhounds,1605,1605,Rostered,2,,Elite,FALSE
RSC008535,Motion Aqua,Pawverse,Hellhounds,1555,1555,Rostered,2,,Elite,FALSE
RSC004780,KAYO,Pawverse,Middy Meowers,1515,1515,Rostered,1,,Veteran,TRUE
RSC002425,Kourses,Pawverse,Middy Meowers,1510,1510,Rostered,2,,Veteran,FALSE
RSC013860,Dokreo,Pawverse,Middy Meowers,1465,1465,Rostered,2,,Veteran,FALSE
RSC006490,Dayz,Pawverse,Middy Meowers,1445,1445,Rostered,1,,Veteran,FALSE
RSC014107,Dilpikle6801,Pawverse,Prowlers,1430,1430,Rostered,2,,Rival,TRUE
RSC013541,Hxvnly,Pawverse,Prowlers,1400,1400,Rostered,2,,Rival,FALSE
RSC005978,Xdraco0,Pawverse,Prowlers,1340,1340,Rostered,2,,Rival,FALSE
RSC012164,L3monhead22,Pawverse,Prowlers,1340,1340,Rostered,2,,Rival,FALSE
RSC004845,le bin.,Pawverse,Chew Toys,1325,1325,Rostered,2,,Challenger,FALSE
RSC004992,vince_afterhours,Pawverse,Chew Toys,1325,1325,Rostered,2,,Challenger,FALSE
RSC014212,xam_rl,Pawverse,Chew Toys,1255,1255,Rostered,2,,Challenger,TRUE
RSC007985,thegr8est34,Pawverse,Chew Toys,1230,1230,Rostered,2,,Challenger,FALSE
RSC014120,MidnightIguana,Pawverse,Ankle Biters,1195,1195,Rostered,2,,Prospect,FALSE
RSC013384,Ryan,Pawverse,Ankle Biters,1185,1185,Rostered,2,,Prospect,FALSE
RSC007321,Ecko,Pawverse,Ankle Biters,1130,1130,Rostered,2,2026-06-21T12:00:00-04:00,Prospect,FALSE
RSC012424,Eskonor.,Pawverse,Ankle Biters,1120,1120,Rostered,1,,Prospect,TRUE
RSC013734,Nevster.,Remove Before Flight,Afterburners,1655,1655,Rostered,2,,Elite,FALSE
RSC009926,Eggie-,Remove Before Flight,Afterburners,1590,1590,Rostered,2,,Elite,FALSE
RSC012894,Devyze,Remove Before Flight,Afterburners,1590,1590,Rostered,1,,Elite,FALSE
RSC006613,steel.reserve,Remove Before Flight,Afterburners,1575,1575,Rostered,1,,Elite,TRUE
RSC007856,Captain Daddy,Remove Before Flight,Dogfight,1525,1525,Rostered,2,,Veteran,TRUE
RSC005664,LEBRON JAMES,Remove Before Flight,Dogfight,1505,1505,Rostered,2,2026-05-20T12:00:00-04:00,Veteran,FALSE
RSC005088,13,Remove Before Flight,Dogfight,1475,1475,Rostered,2,,Veteran,FALSE
RSC005703,ShoddyWolfman,Remove Before Flight,Dogfight,1410,1460,Renewed,1,,Veteran,FALSE
RSC003904,Tyyphoon454,Remove Before Flight,Jets,1435,1435,Rostered,1,,Rival,TRUE
RSC007960,Kayo04,Remove Before Flight,Jets,1405,1405,Rostered,2,,Rival,FALSE
RSC013163,Boomer Knock,Remove Before Flight,Jets,1365,1365,Rostered,2,,Rival,FALSE
RSC005689,Ary,Remove Before Flight,Jets,1340,1340,Rostered,2,,Rival,FALSE
RSC008567,heyy_17,Remove Before Flight,Warbirds,1335,1335,Rostered,2,,Challenger,FALSE
RSC013048,GamerNamedLouis,Remove Before Flight,Warbirds,1275,1275,Rostered,1,,Challenger,FALSE
RSC012964,Czelco,Remove Before Flight,Warbirds,1255,1255,Rostered,2,,Challenger,FALSE
RSC008215,DARK_ RL,Remove Before Flight,Warbirds,1200,1250,Rostered,1,,Challenger,TRUE
RSC013822,Loganhockey25,Remove Before Flight,Turbulence,1220,1220,Rostered,2,,Prospect,FALSE
RSC003186,Rolf,Remove Before Flight,Turbulence,1165,1165,Rostered,1,,Prospect,TRUE
RSC004952,Perry The Platypus,Remove Before Flight,Turbulence,1105,1105,Rostered,2,,Prospect,FALSE
RSC007141,Cuddlingus,Remove Before Flight,Turbulence,1100,1100,Rostered,2,,Prospect,FALSE
RSC008257,Arana5418,Remove Before Flight,Aeronauts,1090,1090,Rostered,2,2026-06-10T12:00:00-04:00,Contender,FALSE
RSC008147,CrucialUrchin,Remove Before Flight,Aeronauts,1060,1060,Rostered,2,2026-06-03T12:00:00-04:00,Contender,TRUE
RSC012758,iiHeapCheap,Remove Before Flight,Aeronauts,1035,1035,Rostered,1,,Contender,FALSE
RSC013331,llokxz,Remove Before Flight,Aeronauts,935,935,Rostered,2,,Contender,FALSE
RSC014075,Sloth,Remove Before Flight,Bombers,905,905,Rostered,2,,Amateur,FALSE
RSC007852,Medicmac121,Remove Before Flight,Bombers,870,870,Rostered,1,,Amateur,TRUE
RSC004190,demonikgoat2,Remove Before Flight,Bombers,770,770,Rostered,2,2026-06-14T12:00:00-04:00,Amateur,FALSE
RSC013899,Bluefac3s,Remove Before Flight,Bombers,690,750,Rostered,2,,Amateur,FALSE
RSC002916,Nixzy,Safari,Leopards,1625,1625,Rostered,2,,Elite,FALSE
RSC013228,Generallyabot,Safari,Leopards,1625,1625,Rostered,2,,Elite,FALSE
RSC008384,NotLuke9,Safari,Leopards,1585,1585,Rostered,1,,Elite,TRUE
RSC002579,saltybikini,Safari,Leopards,1550,1550,Rostered,1,,Elite,FALSE
RSC008364,Ken Whiffey Jr.,Safari,Giraffes,1525,1525,Rostered,1,,Veteran,TRUE
RSC008172,Vera,Safari,Giraffes,1505,1505,Rostered,1,,Veteran,FALSE
RSC007331,Ikigai,Safari,Giraffes,1470,1470,Rostered,2,,Veteran,FALSE
RSC005834,IIIYummyIIII,Safari,Giraffes,1445,1445,Rostered,2,,Veteran,FALSE
RSC007256,DarkOnDisplayRW7,Safari,Hippos,1430,1430,Rostered,1,,Rival,FALSE
RSC007904,oh bwan,Safari,Hippos,1375,1375,Rostered,1,,Rival,TRUE
RSC008533,Malik_P4,Safari,Hippos,1360,1360,Rostered,2,,Rival,FALSE
RSC008341,haileyset,Safari,Hippos,1350,1350,Rostered,2,,Rival,FALSE
RSC007370,Jarrod81535,Safari,Lions,1325,1325,Rostered,2,,Challenger,FALSE
RSC005521,Sohl,Safari,Lions,1280,1280,Rostered,2,,Challenger,TRUE
RSC008357,tiagosan _,Safari,Lions,1265,1265,Rostered,2,,Challenger,FALSE
RSC012900,SquattyPotty737,Safari,Lions,1240,1240,Rostered,1,,Challenger,FALSE
RSC008650,Pizza Flavored,Safari,Honey Badgers,1210,1210,Rostered,2,,Prospect,FALSE
RSC007537,yoshawatt,Safari,Honey Badgers,1185,1185,Rostered,2,,Prospect,TRUE
RSC003737,MeOnDisplay,Safari,Honey Badgers,1155,1155,Rostered,2,,Prospect,FALSE
RSC005488,bnj ._.,Safari,Honey Badgers,1105,1105,Rostered,1,,Prospect,FALSE
RSC014085,bradyisadopted,Safari,Zorillas,1075,1075,Rostered,2,,Contender,FALSE
RSC007464,MoonKnight2,Safari,Zorillas,1015,1015,Rostered,1,,Contender,FALSE
RSC008136,GeneralLeigh91,Safari,Zorillas,1015,1015,Rostered,2,,Contender,TRUE
RSC006127,BonsaiPanda1775,Safari,Zorillas,980,980,Inactive Reserve,2,,Contender,FALSE
RSC003598,Golden2681,Safari,Zorillas,975,975,Rostered,2,2026-05-31T12:00:00-04:00,Contender,FALSE
RSC006375,Rich-Rollin6060G,Safari,Dik-diks,885,885,Rostered,1,,Amateur,TRUE
RSC007216,ASAPxLEG,Safari,Dik-diks,880,880,Rostered,1,,Amateur,FALSE
RSC000323,Styk75,Safari,Dik-diks,850,850,Rostered,2,,Amateur,FALSE
RSC013770,Budz_973,Safari,Dik-diks,780,780,Rostered,2,,Amateur,FALSE
RSC006327,Zippy,Shark Attack,Helicoprions,1730,1730,Rostered,2,,Master,TRUE
RSC007166,nelz,Shark Attack,Helicoprions,1730,1730,Rostered,1,,Master,FALSE
RSC006783,ImSouperGreat,Shark Attack,Helicoprions,1680,1680,Rostered,1,,Master,FALSE
RSC006972,Galaxiezz.,Shark Attack,Helicoprions,1670,1670,Inactive Reserve,1,,Master,FALSE
RSC007907,chazie.,Shark Attack,Helicoprions,1660,1660,Rostered,2,,Master,FALSE
RSC014057,River.,Shark Attack,Great Whites,1655,1655,Rostered,2,,Elite,FALSE
RSC014001,Sno1w,Shark Attack,Great Whites,1625,1625,Rostered,2,,Elite,FALSE
RSC009461,Deadsinho,Shark Attack,Great Whites,1515,1565,Rostered,1,,Elite,FALSE
RSC003830,bradyK-,Shark Attack,Great Whites,1545,1545,Rostered,1,,Elite,TRUE
RSC002544,CKNFanboy67,Shark Attack,Makos,1525,1525,Rostered,1,,Veteran,TRUE
RSC000200,Jonezy,Shark Attack,Makos,1485,1485,Rostered,2,,Veteran,FALSE
RSC006089,PopZ11,Shark Attack,Makos,1480,1480,Rostered,2,,Veteran,FALSE
RSC008415,StorchBurn,Shark Attack,Makos,1425,1460,Rostered,1,,Veteran,FALSE
RSC014114,fluffy_turtles15,Shark Attack,Hammerheads,1420,1420,Rostered,2,,Rival,FALSE
RSC000300,2k,Shark Attack,Hammerheads,1390,1390,Rostered,2,,Rival,TRUE
RSC013888,Dulkir,Shark Attack,Hammerheads,1385,1385,Rostered,2,2026-05-24T12:00:00-04:00,Rival,FALSE
RSC004051,BongoUnchained,Shark Attack,Hammerheads,1350,1350,Rostered,2,,Rival,FALSE
RSC000625,Sly,Shark Attack,Threshers,1320,1320,Rostered,1,,Challenger,TRUE
RSC014156,Zero . RL,Shark Attack,Threshers,1275,1275,Rostered,2,,Challenger,FALSE
RSC013046,GIANT-LION-BIRD,Shark Attack,Threshers,1270,1270,Rostered,2,,Challenger,FALSE
RSC007816,Auty RL,Shark Attack,Threshers,1225,1225,Rostered,1,,Challenger,FALSE
RSC005844,xr.,Shark Attack,Blacktips,1185,1185,Rostered,2,,Prospect,TRUE
RSC007939,bryan_rown_,Shark Attack,Blacktips,1185,1185,Rostered,2,,Prospect,FALSE
RSC014139,JKEO01,Shark Attack,Blacktips,1145,1145,Rostered,2,,Prospect,FALSE
RSC005884,Zachthebull36,Shark Attack,Blacktips,1110,1110,Rostered,2,,Prospect,FALSE
RSC013928,daddybobgaming,Shark Attack,Wobbegongs,1085,1085,Rostered,2,,Contender,FALSE
RSC014100,Pistonless,Shark Attack,Wobbegongs,1065,1065,Rostered,2,,Contender,FALSE
RSC014098,BlackAngel7533,Shark Attack,Wobbegongs,1000,1000,Rostered,2,,Contender,FALSE
RSC008419,iSilently,Shark Attack,Wobbegongs,970,970,Rostered,2,,Contender,TRUE
RSC014143,Oni,Shell Corp,Embezzlers,1600,1600,Rostered,2,,Elite,FALSE
RSC008132,NastyNate,Shell Corp,Embezzlers,1595,1595,Rostered,2,,Elite,FALSE
RSC014025,Chillax,Shell Corp,Embezzlers,1585,1585,Rostered,2,2026-06-03T12:00:00-04:00,Elite,FALSE
RSC008664,BillyGatez,Shell Corp,Embezzlers,1570,1570,Rostered,1,,Elite,TRUE
RSC014215,bbfreshxi,Shell Corp,Pump and Dump,1530,1530,Rostered,2,,Veteran,FALSE
RSC004220,Makaveli,Shell Corp,Pump and Dump,1510,1510,Rostered,2,,Veteran,TRUE
RSC004239,Nitro,Shell Corp,Pump and Dump,1465,1465,Rostered,1,,Veteran,TRUE
RSC001612,Reverse Fridge,Shell Corp,Pump and Dump,1460,1460,Rostered,1,,Veteran,FALSE
RSC006489,bayylock,Shell Corp,Tax Evaders,1415,1415,Rostered,2,,Rival,TRUE
RSC006477,XtraCrispyRL,Shell Corp,Tax Evaders,1395,1395,Rostered,2,2026-06-21T12:00:00-04:00,Rival,FALSE
RSC007950,Mage,Shell Corp,Tax Evaders,1365,1365,Rostered,2,,Rival,FALSE
RSC005960,Hyper,Shell Corp,Tax Evaders,1345,1345,Rostered,2,,Rival,FALSE
RSC003536,Charlemagne,Shell Corp,Insider Traders,1320,1320,Rostered,2,,Challenger,TRUE
RSC008340,Slowsociety,Shell Corp,Insider Traders,1275,1275,Rostered,2,,Challenger,FALSE
RSC003897,HalfieHour,Shell Corp,Insider Traders,1270,1270,Rostered,1,,Challenger,FALSE
RSC008158,Twixxle_,Shell Corp,Insider Traders,1240,1240,Rostered,2,2026-05-20T12:00:00-04:00,Challenger,FALSE
RSC003498,Merioch,Shell Corp,Hostile Takeover,1215,1215,Rostered,1,,Prospect,FALSE
RSC007692,DyLon777,Shell Corp,Hostile Takeover,1175,1175,Rostered,1,,Prospect,FALSE
RSC004901,Dofrl,Shell Corp,Hostile Takeover,1145,1145,Rostered,2,,Prospect,FALSE
RSC006344,FerrisCrueller,Shell Corp,Hostile Takeover,1130,1130,Rostered,1,,Prospect,TRUE
RSC008451,Ryguy2flie,Shell Corp,Ponzi Schemers,1090,1090,Rostered,1,,Contender,FALSE
RSC003429,Gambit,Shell Corp,Ponzi Schemers,1085,1085,Rostered,1,,Contender,TRUE
RSC007270,D0peyFsh,Shell Corp,Ponzi Schemers,1040,1040,Rostered,1,,Contender,TRUE
RSC012819,Monteca,Shell Corp,Ponzi Schemers,1020,1020,Inactive Reserve,1,,Contender,FALSE
RSC006443,ONLYSLIM2198,Shell Corp,Ponzi Schemers,930,930,Rostered,2,,Contender,FALSE
RSC012561,Regal_king1,Shell Corp,HR Violation,905,905,Rostered,2,,Amateur,TRUE
RSC013179,Budzy,Shell Corp,HR Violation,875,875,Rostered,2,,Amateur,FALSE
RSC012535,OnContract,Shell Corp,HR Violation,815,815,Rostered,2,,Amateur,FALSE
RSC008402,TTV/DucksNotKeys,Shell Corp,HR Violation,785,785,Rostered,2,,Amateur,FALSE
RSC002167,tokyo.,The Bear Den,Gummy Bears,1915,1915,Rostered,2,,Premier,FALSE
RSC000181,Eclipse,The Bear Den,Gummy Bears,1855,1855,Rostered,1,,Premier,FALSE
RSC005170,FrenchyNF,The Bear Den,Gummy Bears,1845,1845,Rostered,1,,Premier,TRUE
RSC000241,Geherpaderp,The Bear Den,Gummy Bears,1795,1795,Rostered,2,,Premier,FALSE
RSC007565,AcX,The Bear Den,Care Bears,1735,1735,Rostered,1,,Master,FALSE
RSC008094,JoshuaNaoki,The Bear Den,Care Bears,1730,1730,Rostered,1,,Master,TRUE
RSC005298,Kaisaroh,The Bear Den,Care Bears,1710,1710,Rostered,2,,Master,FALSE
RSC005236,Rozi-,The Bear Den,Care Bears,1660,1660,Rostered,2,,Master,FALSE
RSC001889,Phelpsy,The Bear Den,Teddy Bears,1630,1630,Rostered,1,,Elite,FALSE
RSC006468,AlphaChuck,The Bear Den,Teddy Bears,1610,1610,Rostered,2,,Elite,TRUE
RSC008478,Inflict,The Bear Den,Teddy Bears,1590,1590,Rostered,1,,Elite,FALSE
RSC011326,Bailey,The Bear Den,Teddy Bears,1575,1575,Rostered,2,,Elite,FALSE
RSC005485,Exilesbad,The Bear Den,Grizzly Bears,1505,1505,Rostered,2,,Veteran,FALSE
RSC002730,Aquap,The Bear Den,Grizzly Bears,1500,1500,Rostered,1,,Veteran,FALSE
RSC008552,S0UL09,The Bear Den,Grizzly Bears,1475,1475,Rostered,1,,Veteran,FALSE
RSC008231,Afino,The Bear Den,Grizzly Bears,1450,1450,Rostered,1,,Veteran,TRUE
RSC005276,Dc,The Bear Den,Polar Bears,1435,1435,Rostered,1,,Rival,FALSE
RSC007590,Donkeh .,The Bear Den,Polar Bears,1415,1415,Rostered,2,2026-05-20T12:00:00-04:00,Rival,FALSE
RSC003239,Wallaby Gangsta,The Bear Den,Polar Bears,1360,1360,Rostered,1,,Rival,TRUE
RSC007144,The_Killerwon,The Bear Den,Polar Bears,1340,1340,Rostered,2,,Rival,FALSE
RSC003243,Jerxe,The Bear Den,Panda Bears,1305,1305,Rostered,2,2026-06-14T12:00:00-04:00,Challenger,FALSE
RSC008550,ChromaToad,The Bear Den,Panda Bears,1300,1300,Rostered,2,,Challenger,FALSE
RSC002897,VickyViksta,The Bear Den,Panda Bears,1205,1250,Rostered,1,,Challenger,FALSE
RSC006067,ShinxX403,The Bear Den,Panda Bears,1230,1230,Rostered,1,,Challenger,TRUE
RSC003900,Tryhard goblin,The Bear Den,Koala Bears,1210,1210,Rostered,2,,Prospect,FALSE
RSC008492,Unc_Rez,The Bear Den,Koala Bears,1130,1130,Rostered,2,,Prospect,TRUE
RSC004565,Ole.Mr.Bison.,The Bear Den,Koala Bears,1125,1125,Inactive Reserve,2,,Prospect,FALSE
RSC013619,ETernal FAnaTiC1,The Bear Den,Koala Bears,1125,1125,Rostered,2,2026-06-10T12:00:00-04:00,Prospect,FALSE
RSC003848,TheAirGerbil,The Bear Den,Koala Bears,1110,1110,Rostered,2,,Prospect,FALSE
RSC007791,Keso-_-_-,The Bear Den,Kodiak Bears,1090,1090,Rostered,2,,Contender,TRUE
RSC013109,TTVst1x4r,The Bear Den,Kodiak Bears,1070,1070,Rostered,2,,Contender,FALSE
RSC006381,YERP_YERP02,The Bear Den,Kodiak Bears,1020,1020,Rostered,2,,Contender,FALSE
RSC007220,maxf,The Bear Den,Kodiak Bears,940,940,Rostered,2,,Contender,FALSE
RSC014019,insxner,The Casino,Jokers,1910,1910,Rostered,2,,Premier,FALSE
RSC001903,Plasma,The Casino,Jokers,1830,1830,Rostered,2,2026-05-17T12:00:00-04:00,Premier,FALSE
RSC003749,Rule,The Casino,Jokers,1815,1815,Rostered,2,,Premier,TRUE
RSC000657,Saucey,The Casino,Jokers,1795,1795,Rostered,1,,Premier,FALSE
RSC004717,slain.,The Casino,Aces,1740,1740,Rostered,1,,Master,FALSE
RSC000329,Melted,The Casino,Aces,1700,1700,Rostered,2,,Master,TRUE
RSC001935,Kenobs,The Casino,Aces,1695,1695,Rostered,2,,Master,FALSE
RSC006985,Skep._.,The Casino,Aces,1670,1670,Rostered,2,,Master,FALSE
RSC008461,Kos,The Casino,Kings,1625,1625,Rostered,2,,Elite,FALSE
RSC004650,solurr,The Casino,Kings,1620,1620,Rostered,2,,Elite,TRUE
RSC008655,ReL Corsa,The Casino,Kings,1610,1610,Rostered,2,2026-05-27T12:00:00-04:00,Elite,FALSE
RSC005469,Axlos (Goofy and Silly),The Casino,Kings,1565,1565,Rostered,2,,Elite,FALSE
RSC005778,Kwispay,The Casino,Blackjack,1520,1520,Rostered,2,,Veteran,TRUE
RSC005577,Ryan.,The Casino,Blackjack,1510,1510,Rostered,2,,Veteran,FALSE
RSC013981,R1NZEY,The Casino,Blackjack,1495,1495,Rostered,2,2026-06-10T12:00:00-04:00,Veteran,FALSE
RSC013059,Zeke is help,The Casino,Blackjack,1445,1445,Rostered,2,2026-05-27T12:00:00-04:00,Veteran,FALSE
RSC006774,JazzMagic.,The Casino,Dice,1440,1440,Rostered,1,,Rival,TRUE
RSC005691,Dr.Ukulele,The Casino,Dice,1390,1390,Rostered,2,2026-05-31T12:00:00-04:00,Rival,FALSE
RSC008487,S3 UniQ,The Casino,Dice,1355,1355,Rostered,2,2026-05-20T12:00:00-04:00,Rival,FALSE
RSC013069,Saint Fenrir,The Casino,Dice,1350,1350,Rostered,2,2026-06-07T12:00:00-04:00,Rival,FALSE
RSC006908,OvrSizedFrog,The Casino,All On Black,1305,1305,Rostered,2,,Challenger,FALSE
RSC006777,AlteredSp4rky,The Casino,All On Black,1300,1300,Rostered,1,,Challenger,FALSE
RSC002427,Free.,The Casino,All On Black,1290,1290,Rostered,1,,Challenger,FALSE
RSC006346,MobBossCitrus,The Casino,All On Black,1255,1255,Rostered,1,,Challenger,TRUE
RSC004303,Shogun,The Casino,Card Dealers,1195,1195,Rostered,2,,Prospect,TRUE
RSC002554,TrexReaper,The Casino,Card Dealers,1185,1185,Rostered,2,,Prospect,FALSE
RSC002511,Moist_Games,The Casino,Card Dealers,1145,1145,Rostered,2,,Prospect,FALSE
RSC013787,Classy gary,The Casino,Card Dealers,1140,1140,Rostered,2,,Prospect,FALSE
RSC014130,Whitlock7,The Cosmos,Super Clusters,1950,1950,Rostered,2,,Premier,FALSE
RSC000996,GreenSleeves,The Cosmos,Super Clusters,1830,1830,Rostered,2,,Premier,FALSE
RSC003008,GeneralZippy,The Cosmos,Super Clusters,1825,1825,Rostered,2,,Premier,TRUE
RSC004132,RobFromRSC,The Cosmos,Super Clusters,1800,1800,Rostered,1,,Premier,FALSE
RSC007414,EliTW22Playz,The Cosmos,Andromeda,1770,1770,Rostered,2,,Master,TRUE
RSC014119,Pillow,The Cosmos,Andromeda,1680,1680,Rostered,2,,Master,FALSE
RSC013858,Dyloh(?),The Cosmos,Andromeda,1675,1675,Rostered,2,,Master,FALSE
RSC005385,Girth,The Cosmos,Andromeda,1660,1660,Rostered,2,,Master,FALSE
RSC008594,ZombZombs,The Cosmos,Black-Holes,1630,1630,Rostered,1,,Elite,FALSE
RSC012372,Icyissad,The Cosmos,Black-Holes,1615,1615,Rostered,2,,Elite,FALSE
RSC008070,AngryPenguin0811,The Cosmos,Black-Holes,1575,1575,Rostered,2,,Elite,TRUE
RSC010460,juan,The Cosmos,Black-Holes,1575,1575,Rostered,2,,Elite,FALSE
RSC002937,SirTommyNoble,The Cosmos,Supernova,1525,1525,Rostered,2,,Veteran,FALSE
RSC007327,ResetTillBurger,The Cosmos,Supernova,1495,1495,Rostered,1,,Veteran,TRUE
RSC008411,cosmo6430,The Cosmos,Supernova,1470,1470,Rostered,2,,Veteran,FALSE
RSC008288,WifiWFB,The Cosmos,Supernova,1465,1465,Rostered,2,,Veteran,FALSE
RSC008524,legal account,The Cosmos,Quasars,1420,1420,Rostered,1,,Rival,FALSE
RSC006072,AveX InceptionZ,The Cosmos,Quasars,1355,1355,Rostered,1,,Rival,TRUE
RSC009235,On3x.,The Cosmos,Quasars,1245,1355,Rostered,2,2026-06-07T12:00:00-04:00,Rival,FALSE
RSC008360,Merk890,The Cosmos,Quasars,1345,1345,Rostered,2,,Rival,FALSE
RSC014104,Sunex,The Cosmos,Blitzars,1320,1320,Rostered,2,,Challenger,TRUE
RSC005892,Quazzaa,The Cosmos,Blitzars,1290,1290,Rostered,2,,Challenger,FALSE
RSC005094,Dorphin 2ez,The Cosmos,Blitzars,1285,1285,Rostered,2,,Challenger,FALSE
RSC005519,pokeninja77,The Cosmos,Blitzars,1255,1255,Rostered,2,,Challenger,FALSE
RSC009742,KTVerse,The Cosmos,Dark Matter,1220,1220,Rostered,2,,Prospect,FALSE
RSC014112,exo.$,The Cosmos,Dark Matter,1185,1185,Rostered,2,,Prospect,TRUE
RSC011044,The_Cletus,The Cosmos,Dark Matter,1130,1130,Rostered,2,,Prospect,FALSE
RSC006369,nate,The Cosmos,Dark Matter,1120,1120,Rostered,2,,Prospect,FALSE
RSC008441,Izumi._._.,The Cosmos,Nebulae,1080,1080,Rostered,2,,Contender,TRUE
RSC003791,Frankieeagle,The Cosmos,Nebulae,1060,1060,Rostered,2,,Contender,FALSE
RSC013481,LiTeS 0uT,The Cosmos,Nebulae,1050,1050,Rostered,2,,Contender,FALSE
RSC006422,HuggingThor,The Cosmos,Nebulae,935,935,Rostered,2,,Contender,FALSE
RSC012891,MZFdoom,The Elements,Fire,1640,1640,Rostered,2,,Elite,FALSE
RSC008500,Alejandro55,The Elements,Fire,1620,1620,Rostered,2,,Elite,TRUE
RSC014198,moti,The Elements,Fire,1595,1595,Rostered,2,,Elite,FALSE
RSC002691,iSuperiorAlpha,The Elements,Fire,1550,1550,Rostered,2,2026-06-17T12:00:00-04:00,Elite,FALSE
RSC008554,golden4789,The Elements,Water,1515,1515,Rostered,2,,Veteran,FALSE
RSC005655,Oneplayamaker,The Elements,Water,1500,1500,Rostered,2,,Veteran,TRUE
RSC007062,Ice Phoenix,The Elements,Water,1480,1480,Rostered,2,,Veteran,FALSE
RSC007143,OmniMurders,The Elements,Water,1460,1460,Rostered,2,2026-06-03T12:00:00-04:00,Veteran,FALSE
RSC009791,1ggy._,The Elements,Wind,1440,1440,Rostered,2,2026-06-07T12:00:00-04:00,Rival,FALSE
RSC005386,Danub,The Elements,Wind,1380,1380,Rostered,2,,Rival,TRUE
RSC006138,cherrypupp,The Elements,Wind,1360,1360,Rostered,1,,Rival,FALSE
RSC012971,M,The Elements,Wind,1355,1355,Rostered,2,,Rival,FALSE
RSC012930,Hxccxp,The Elements,Metal,1330,1330,Rostered,1,,Challenger,FALSE
RSC013153,ChristSavedRev,The Elements,Metal,1300,1300,Rostered,2,,Challenger,FALSE
RSC006748,Llamaboy101,The Elements,Metal,1270,1270,Rostered,1,,Challenger,TRUE
RSC013054,YasuCobra,The Elements,Metal,1225,1225,Rostered,1,,Challenger,FALSE
RSC007153,Wash3y,The Elements,Earth,1175,1175,Rostered,2,,Prospect,FALSE
RSC001881,oDynastyo,The Elements,Earth,1145,1145,Rostered,2,,Prospect,FALSE
RSC003335,xEaglex20x,The Elements,Earth,1135,1135,Rostered,1,,Prospect,TRUE
RSC002736,chulainn,The Elements,Earth,1130,1130,Rostered,2,,Prospect,FALSE
RSC007621,Classy-God57,The Elements,Ice,1050,1050,Rostered,2,,Contender,TRUE
RSC008471,TrytonsShadow95,The Elements,Ice,1045,1045,Rostered,2,,Contender,FALSE
RSC013736,b00kre,The Elements,Ice,1035,1035,Rostered,2,,Contender,FALSE
RSC012892,Ur.Fav.Spirit,The Elements,Ice,1010,1010,Rostered,2,2026-06-14T12:00:00-04:00,Contender,FALSE
RSC000989,Piky Life88,The Elements,Surprise,910,910,Rostered,2,,Amateur,FALSE
RSC007161,Ander,The Elements,Surprise,875,875,Rostered,2,,Amateur,TRUE
RSC014074,Hoodlumdoom,The Elements,Surprise,825,825,Rostered,2,2026-06-03T12:00:00-04:00,Amateur,FALSE
RSC014053,Ace112506,The Elements,Surprise,565,750,Rostered,2,,Amateur,FALSE
RSC008343,surreal,The Jungle,Capybaras,2040,2000,Rostered,2,,Premier,FALSE
RSC004208,Super,The Jungle,Capybaras,1820,1820,Rostered,2,,Premier,FALSE
RSC006087,DoorTK,The Jungle,Capybaras,1805,1805,Rostered,2,,Premier,TRUE
RSC008174,DJ,The Jungle,Capybaras,1785,1785,Rostered,1,,Premier,FALSE
RSC005499,R0cket,The Jungle,Lemurs,1775,1775,Rostered,1,,Master,FALSE
RSC000344,Mezmer,The Jungle,Lemurs,1715,1715,Rostered,2,,Master,TRUE
RSC008539,Shune.,The Jungle,Lemurs,1695,1695,Rostered,1,,Master,FALSE
RSC000408,Xero,The Jungle,Lemurs,1660,1660,Rostered,2,2026-06-17T12:00:00-04:00,Master,FALSE
RSC013980,Insert_e,The Jungle,Sloths,1645,1645,Rostered,2,,Elite,FALSE
RSC007811,Gray,The Jungle,Sloths,1620,1620,Rostered,2,,Elite,TRUE
RSC005482,benny?,The Jungle,Sloths,1585,1585,Rostered,2,,Elite,FALSE
RSC003561,Dooober,The Jungle,Sloths,1570,1570,Rostered,2,,Elite,FALSE
RSC005048,Heyzisthename,The Jungle,Gorillas,1515,1515,Rostered,2,,Veteran,TRUE
RSC012784,StanleyMilkner,The Jungle,Gorillas,1510,1510,Rostered,2,,Veteran,FALSE
RSC008553,Choco,The Jungle,Gorillas,1485,1485,Rostered,2,,Veteran,FALSE
RSC013873,robotman321,The Jungle,Gorillas,1450,1450,Rostered,2,,Veteran,FALSE
RSC006938,Soda. .,The Jungle,Ocelots,1440,1440,Rostered,2,,Rival,TRUE
RSC008527,HouseHoldNugg,The Jungle,Ocelots,1400,1400,Rostered,2,,Rival,FALSE
RSC008562,lul za za,The Jungle,Ocelots,1360,1360,Rostered,2,2026-05-20T12:00:00-04:00,Rival,FALSE
RSC007624,RealMrGreen,The Jungle,Ocelots,1345,1345,Rostered,2,,Rival,FALSE
RSC012674,R1PP_LLAMA5,The Jungle,Toucans,1320,1320,Rostered,1,,Challenger,FALSE
