Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Premier,,Speedy,Wheelchairs,The Quad Dynasty,Solar,N/A,98.93,56,0.607,34,22,22,19476,16470,3006,86,35,81,207,0.411,347.77,1.52,0.63,1.45,3.70
Premier,RSC003543,Combuztion,Wolves,The Pack,Lunar,N/A,18.08,22,0.182,4,18,0,3620,2900,720,9,7,25,40,0.205,164.55,0.36,0.27,1.14,1.77
Premier,,Synchify,Wolves,The Pack,Lunar,N/A,87.69,31,0.548,17,14,10,10091,8500,1591,39,24,50,90,0.433,325.48,1.26,0.77,1.58,2.90
Premier,RSC001751,TinyLettuce,Wolves,The Pack,Lunar,N/A,44.96,55,0.455,25,30,2,11226,9520,1706,44,27,50,127,0.339,204.09,0.78,0.47,0.89,2.31
Premier,RSC003599,e0N,Wolves,The Pack,Lunar,N/A,66.64,53,0.434,23,30,9,14501,11320,3181,52,33,58,157,0.331,273.59,0.98,0.60,1.09,2.96
Rival,,Mersh,Blues,Studio City,Lunar,N/A,9.48,12,0.083,1,11,1,1620,1300,320,6,4,7,15,0.334,135.00,0.42,0.33,0.58,1.25
Rival,RSC001891,Porkchop,Blues,Studio City,Lunar,N/A,34.5,24,0.333,8,16,4,4280,3720,560,18,6,23,47,0.383,178.33,0.75,0.25,0.96,1.96
Rival,RSC000238,Zannah,Blues,Studio City,Lunar,N/A,42.44,40,0.325,13,27,4,8480,6310,2170,20,20,50,81,0.247,212.00,0.50,0.50,1.25,2.03
Rival,RSC001594,r4bblerouser,Blues,Studio City,Lunar,N/A,26.4,56,0.268,15,41,5,9875,7830,2045,31,17,60,88,0.341,176.34,0.54,0.29,1.07,1.57
Rival,RSC000465,Kill Hubris,Boas,The Snake Pit,Solar,N/A,32.73,45,0.289,13,32,5,8306,6870,1436,22,19,58,82,0.256,184.56,0.47,0.42,1.27,1.82
Rival,RSC000212,McMonkey,Boas,The Snake Pit,Solar,N/A,15.69,32,0.281,9,23,1,4650,4100,550,12,8,40,50,0.220,145.31,0.34,0.22,1.25,1.56
Rival,RSC000378,Shwae,Boas,The Snake Pit,Solar,N/A,46.53,38,0.368,14,24,6,7610,6930,680,35,13,39,83,0.415,200.26,0.90,0.34,1.03,2.16
Rival,,Maly,Bulldogs,The Great Hounds,Solar,N/A,72.41,36,0.722,26,10,9,9151,7120,2031,36,20,33,87,0.419,254.17,1.00,0.53,0.89,2.39
Rival,,RLC | tyty,Bulldogs,The Great Hounds,Solar,N/A,64.55,46,0.565,26,20,13,10855,9020,1835,41,28,49,107,0.374,235.98,0.87,0.59,1.07,2.33
Rival,RSC002477,Ty (Arcus),Bulldogs,The Great Hounds,Solar,N/A,32.9,29,0.655,19,10,2,4556,3700,856,17,9,21,50,0.347,157.07,0.59,0.28,0.72,1.69
Rival,RSC001072,Tyshalle,Bulldogs,The Great Hounds,Solar,N/A,70.23,24,0.75,18,6,6,5475,4650,825,29,11,12,60,0.467,228.13,1.17,0.46,0.50,2.50
Rival,RSC000151,BDBR,Dragons,πολύ κεφάλη,Lunar,N/A,45.54,32,0.5,16,16,1,5570,5060,510,23,18,23,71,0.314,174.06,0.69,0.56,0.69,2.19
Rival,RSC000360,Gamatatsu,Dragons,πολύ κεφάλη,Lunar,N/A,80.98,49,0.612,30,19,13,12540,10900,1640,59,33,39,140,0.417,255.92,1.18,0.67,0.78,2.84
Rival,RSC001624,Rumble,Dragons,πολύ κεφάλη,Lunar,N/A,57.51,50,0.58,29,21,8,10730,8850,1880,42,28,44,105,0.400,214.60,0.84,0.56,0.88,2.10
Rival,,Stover78,Dragons,πολύ κεφάλη,Lunar,N/A,95.72,33,0.727,24,9,11,9310,7890,1420,33,36,36,99,0.327,282.12,0.97,1.06,1.06,2.97
Rival,RSC003667,Aww Pewp,FA,Free Agent,N/A,N/A,71.5,12,0.75,9,3,2,2515,2210,305,12,10,4,31,0.355,209.58,0.92,0.83,0.33,2.58
Rival,,Bannanners,FA,Free Agent,N/A,N/A,13.01,20,0.25,5,15,1,2910,2180,730,9,3,17,28,0.321,145.50,0.45,0.15,0.85,1.40
Rival,,King_Cain22,FA,Free Agent,N/A,N/A,18.64,2,0,0,2,0,410,410,0,0,1,7,1,0.000,205.00,0.00,0.50,3.50,0.50
Rival,RSC000050,LORDMACCUS,FA,Free Agent,N/A,N/A,31.53,46,0.261,12,34,4,8546,6320,2226,25,17,41,92,0.261,185.76,0.52,0.35,0.89,2.00
Rival,RSC004797,Tempest,FA,Free Agent,N/A,N/A,38.97,12,0.333,4,8,1,2076,2030,46,9,7,12,18,0.500,172.92,0.75,0.58,0.92,1.50
Rival,RSC001804,Wolf3141,FA,Free Agent,N/A,N/A,32.89,25,0.36,9,16,2,4580,3550,1030,13,9,27,45,0.289,183.20,0.52,0.36,1.08,1.80
Rival,,blackhawk,FA,Free Agent,N/A,N/A,36.48,32,0.531,17,15,0,5330,4260,1070,16,16,25,61,0.262,166.56,0.50,0.47,0.78,1.91
Rival,RSC000376,Graphic,Fables,"F Words for 200, Alex",Solar,N/A,76.68,52,0.635,33,19,20,13481,10610,2871,51,31,48,156,0.323,259.23,0.96,0.60,0.92,2.98
Rival,,Murloc(Kyle),Fables,"F Words for 200, Alex",Solar,N/A,70.7,48,0.604,29,19,11,11855,10040,1815,50,24,51,129,0.383,246.98,1.02,0.50,1.04,2.67
Rival,RSC000598,ProfessorFREAK,Fables,"F Words for 200, Alex",Solar,N/A,42.4,44,0.523,23,21,2,7841,6520,1321,20,31,43,82,0.235,178.18,0.43,0.68,0.96,1.84
Rival,RSC003657,king of pyl0s,Fables,"F Words for 200, Alex",Solar,N/A,47.31,16,0.562,9,7,3,2880,2850,30,16,8,12,25,0.640,180.00,1.00,0.44,0.75,1.56
Rival,RSC000084,Biggins,Flailers,The Quad Dynasty,Solar,N/A,79.61,56,0.679,38,18,13,13806,12320,1486,63,38,51,157,0.404,246.52,1.13,0.66,0.89,2.79
Rival,,Huggiez,Flailers,The Quad Dynasty,Solar,N/A,60.76,44,0.682,30,14,7,9060,7450,1610,32,35,32,90,0.356,205.91,0.73,0.77,0.73,2.05
Rival,,Rayem,Flailers,The Quad Dynasty,Solar,N/A,80.4,56,0.679,38,18,18,14980,12520,2460,68,27,56,157,0.436,267.50,1.21,0.48,1.00,2.79
Rival,RSC003555,Taken,Flailers,The Quad Dynasty,Solar,N/A,30.4,20,0.5,10,10,0,2900,2380,520,11,8,10,38,0.289,145.00,0.55,0.40,0.50,1.90
Rival,RSC001092,Absolut3,Griffins,The Birdcage,Lunar,N/A,39.7,38,0.632,24,14,2,6040,5010,1030,19,22,25,76,0.253,158.95,0.50,0.55,0.63,1.97
Rival,RSC002439,Angebro,Griffins,The Birdcage,Lunar,N/A,86.45,45,0.711,32,13,19,12660,10270,2390,50,29,50,132,0.371,281.33,1.09,0.64,1.11,2.93
Rival,RSC002228,Funke,Griffins,The Birdcage,Lunar,N/A,48.59,41,0.561,23,18,5,7701,7030,671,24,28,49,78,0.295,187.81,0.56,0.66,1.20,1.90
Rival,,TheWizard,Griffins,The Birdcage,Lunar,N/A,80.9,37,0.676,25,12,9,9916,8950,966,44,18,53,100,0.444,267.97,1.19,0.49,1.43,2.68
Rival,RSC003527,Majestic Wolfe,Jackals,The Pack,Lunar,N/A,49.46,26,0.385,10,16,3,5525,4160,1365,14,16,27,61,0.233,212.50,0.54,0.62,1.04,2.31
Rival,,Spydderr,Jackals,The Pack,Lunar,N/A,57.5,40,0.475,19,21,4,8755,7200,1555,31,22,40,100,0.310,218.88,0.78,0.55,1.00,2.50
Rival,RSC001798,Werts,Jackals,The Pack,Lunar,N/A,57.48,48,0.479,23,25,7,10431,9620,811,48,20,54,112,0.429,217.29,1.00,0.40,1.13,2.33
Rival,RSC001841,impulse^,Jackals,The Pack,Lunar,N/A,39.56,48,0.438,21,27,10,9286,7920,1366,22,26,72,82,0.259,193.44,0.44,0.52,1.50,1.69
Rival,,Ahmadabad,Jacks,House of Cards,Lunar,N/A,115.72,48,0.833,40,8,19,15776,12290,3486,58,51,44,174,0.333,328.65,1.21,1.06,0.90,3.63
Rival,,Devitalize,Jacks,House of Cards,Lunar,N/A,6.19,14,0.214,3,11,0,1585,1280,305,5,3,7,28,0.143,113.21,0.29,0.14,0.50,2.00
Rival,RSC000158,Gillz,Jacks,House of Cards,Lunar,N/A,99.52,55,0.727,40,15,17,14816,14210,606,83,40,40,191,0.437,269.36,1.51,0.73,0.73,3.46
Rival,RSC001781,Valarmorr,Jacks,House of Cards,Lunar,N/A,46.33,51,0.725,37,14,4,8575,7930,645,32,27,48,98,0.330,168.14,0.63,0.53,0.92,1.90
Rival,RSC000294,Big Boi Johnny,Monsters,The Acropolis,Solar,N/A,29.71,34,0.206,7,27,4,6040,4790,1250,20,15,29,59,0.345,177.65,0.59,0.41,0.82,1.71
Rival,,Fievel Goes Weiss,Monsters,The Acropolis,Solar,N/A,18.82,48,0.271,13,35,0,6346,5860,486,21,22,40,66,0.303,132.19,0.42,0.46,0.83,1.38
Rival,RSC001609,Repulse,Monsters,The Acropolis,Solar,N/A,44.94,12,0.5,6,6,0,2001,2130,-129,9,9,12,18,0.445,166.67,0.67,0.75,1.00,1.50
Rival,RSC001667,Sipe,Monsters,The Acropolis,Solar,N/A,41.69,30,0.233,7,23,7,6640,5360,1280,27,4,36,66,0.415,221.33,0.90,0.13,1.17,2.17
Rival,RSC003632,Cruciform,Pirates,Tortuga,Lunar,N/A,61.59,43,0.674,29,14,5,8555,8230,325,36,31,43,93,0.391,198.95,0.84,0.70,0.98,2.14
Rival,RSC000727,DLCrampton,Pirates,Tortuga,Lunar,N/A,44.55,22,0.364,8,14,2,4345,3990,355,14,12,31,44,0.296,197.50,0.59,0.55,1.36,2.00
Rival,,Modern_Clipz7,Pirates,Tortuga,Lunar,N/A,90.76,39,0.59,23,16,15,11451,9960,1491,46,30,55,111,0.414,293.59,1.18,0.74,1.39,2.85
Rival,RSC000017,TwoToedSloth,Pirates,Tortuga,Lunar,N/A,58.78,55,0.582,32,23,7,11731,10520,1211,48,27,60,137,0.346,213.27,0.86,0.47,1.07,2.47
Rival,RSC000388,DementedL,Pulsars,Galaxy Squad,Lunar,N/A,64,32,0.625,20,12,7,7436,6480,956,26,18,45,73,0.356,232.34,0.81,0.56,1.41,2.28
Rival,RSC000357,Primed,Pulsars,Galaxy Squad,Lunar,N/A,38.33,37,0.351,13,24,3,6981,6190,791,24,14,47,74,0.315,188.65,0.62,0.38,1.27,1.97
Rival,RSC000174,Zamma,Pulsars,Galaxy Squad,Lunar,N/A,56.08,29,0.621,18,11,7,6755,5200,1555,21,13,36,65,0.313,232.93,0.69,0.41,1.24,2.21
Rival,RSC000334,crabasaur,Pulsars,Galaxy Squad,Lunar,N/A,65.37,42,0.429,18,24,6,10576,9280,1296,34,25,72,103,0.324,251.79,0.79,0.60,1.71,2.43
Rival,RSC003567,Gibleedoo,Shurikens,The Ninja Academy,Solar,N/A,38.92,42,0.333,14,28,4,8186,6970,1216,28,14,51,92,0.294,194.88,0.64,0.31,1.21,2.19
Rival,,Herosix5,Shurikens,The Ninja Academy,Solar,N/A,35.78,29,0.379,11,18,2,5191,4460,731,19,15,27,46,0.400,178.97,0.62,0.48,0.93,1.55
Rival,,eviletwiz,Shurikens,The Ninja Academy,Solar,N/A,13.42,29,0.31,9,20,1,4160,3490,670,11,7,34,34,0.303,143.45,0.35,0.24,1.17,1.14
Rival,RSC000599,maxbussman,Shurikens,The Ninja Academy,Solar,N/A,28.4,45,0.356,16,29,5,7310,6090,1220,22,23,42,64,0.328,162.44,0.47,0.49,0.93,1.42
Rival,,AnarchySoldat,Soldiers,The Sovereign,Lunar,N/A,43.84,48,0.542,26,22,3,8670,7540,1130,34,22,42,94,0.351,180.63,0.69,0.46,0.88,1.96
Rival,,Chinchilla,Soldiers,The Sovereign,Lunar,N/A,43.12,48,0.5,24,24,4,8955,7900,1055,34,17,52,105,0.317,186.56,0.69,0.35,1.08,2.17
Rival,,DJ,Soldiers,The Sovereign,Lunar,N/A,59.02,8,0.625,5,3,2,1600,1350,250,7,3,5,25,0.280,200.00,0.88,0.38,0.63,3.13
Rival,,Zach,Soldiers,The Sovereign,Lunar,N/A,86.7,52,0.615,32,20,23,14166,12170,1996,52,41,66,162,0.321,272.40,1.00,0.79,1.27,3.12
Rival,,Enceladus,TI-73 Explorer,Totally Calculated,Solar,N/A,39.18,49,0.367,18,31,12,9695,8210,1485,35,17,59,91,0.378,197.86,0.69,0.33,1.18,1.84
Rival,RSC000027,T_rodge,TI-73 Explorer,Totally Calculated,Solar,N/A,51.28,54,0.426,23,31,11,11690,8980,2710,41,29,45,118,0.339,216.48,0.74,0.52,0.82,2.19
Rival,RSC001745,TheVerge,TI-73 Explorer,Totally Calculated,Solar,N/A,40.51,56,0.446,25,31,7,9975,8630,1345,41,25,44,108,0.383,178.13,0.73,0.43,0.77,1.91
Rival,RSC001283,explosivcorn,TI-73 Explorer,Totally Calculated,Solar,N/A,55.41,22,0.591,13,9,5,4610,4130,480,22,7,20,58,0.369,209.55,0.96,0.27,0.86,2.59
Rival,,Redwater,TI-84 Plus,Free Agent,N/A,N/A,39.61,36,0.306,11,25,5,7211,5360,1851,27,11,26,81,0.333,200.28,0.75,0.28,0.72,2.25
Rival,RSC003575,AG | Skil,Tornadoes,The Storm,Solar,N/A,32.79,31,0.452,14,17,3,5135,4230,905,20,12,23,48,0.417,165.65,0.65,0.39,0.71,1.55
Rival,RSC001592,Qudron,Tornadoes,The Storm,Solar,N/A,42.78,34,0.353,12,22,4,6626,6090,536,25,17,42,64,0.381,194.85,0.71,0.47,1.21,1.85
Rival,RSC002430,Razor,Tornadoes,The Storm,Solar,N/A,46.72,45,0.356,16,29,9,9621,8320,1301,33,22,62,82,0.402,213.78,0.73,0.47,1.36,1.82
Rival,RSC000542,gotmott,Tornadoes,The Storm,Solar,N/A,51.62,14,0.429,6,8,2,3006,2660,346,12,7,17,26,0.480,214.64,0.86,0.50,1.21,1.79
Veteran,RSC003629,BoneKin,Blizzards,The Storm,Solar,N/A,53,44,0.5,22,22,8,9595,8340,1255,39,21,47,104,0.378,218.07,0.89,0.48,1.07,2.34
Veteran,RSC003540,Frosty,Blizzards,The Storm,Solar,N/A,53.38,38,0.553,21,17,8,8781,7140,1641,29,16,51,89,0.329,231.05,0.76,0.42,1.32,2.32
Veteran,,GCP_Volts,Blizzards,The Storm,Solar,N/A,55.05,54,0.519,28,26,7,11950,10110,1840,39,37,62,126,0.309,221.30,0.72,0.69,1.13,2.33
Veteran,RSC000266,Molz,Blizzards,The Storm,Solar,N/A,52.62,30,0.467,14,16,6,6321,5300,1021,27,19,18,75,0.347,210.67,0.87,0.63,0.60,2.50
Veteran,RSC002015,Benji,Buccaneers,Tortuga,Lunar,N/A,38.54,54,0.444,24,30,11,11356,8950,2406,41,20,56,105,0.385,210.28,0.74,0.35,1.04,1.93
Veteran,RSC003674,BiasedAnenome,Buccaneers,Tortuga,Lunar,N/A,69.99,24,0.625,15,9,6,5910,4780,1130,23,17,20,63,0.365,246.25,0.96,0.67,0.83,2.63
Veteran,,Cordell_Walkr,Buccaneers,Tortuga,Lunar,N/A,-13.28,8,0.25,2,6,0,890,650,240,2,1,6,10,0.200,111.25,0.25,0.13,0.75,1.25
Veteran,RSC001077,Zebu,Buccaneers,Tortuga,Lunar,N/A,13.27,51,0.431,22,29,2,8261,6500,1761,15,25,63,60,0.250,161.96,0.29,0.47,1.24,1.18
Veteran,RSC000106,Nagz,Coyotes,The Pack,Lunar,N/A,62.33,56,0.5,28,28,10,13611,11340,2271,47,32,72,144,0.326,243.04,0.84,0.57,1.27,2.57
Veteran,RSC001556,Parkdog,Coyotes,The Pack,Lunar,N/A,61.92,52,0.5,26,26,8,12116,10400,1716,43,39,57,130,0.326,232.98,0.81,0.75,1.08,2.48
Veteran,RSC000220,Sparcnova,Coyotes,The Pack,Lunar,N/A,68.44,37,0.432,16,21,6,9300,8200,1100,35,29,46,95,0.362,251.35,0.92,0.76,1.24,2.54
Veteran,RSC001704,Spyhop,Coyotes,The Pack,Lunar,N/A,63.38,30,0.4,12,18,5,7615,6220,1395,30,15,33,82,0.354,253.83,0.97,0.47,1.10,2.73
Veteran,,3rd_Shell,FA,Free Agent,N/A,N/A,40.82,4,0.5,2,2,1,915,640,275,2,1,6,9,0.222,228.75,0.50,0.25,1.50,2.25
Veteran,RSC001104,Amulon,FA,Free Agent,N/A,N/A,14.48,4,0,0,4,0,780,590,190,2,0,6,9,0.222,195.00,0.50,0.00,1.50,2.25
Veteran,,Barnacle Boi,FA,Free Agent,N/A,N/A,52.1,43,0.395,17,26,6,10275,7970,2305,37,20,46,97,0.385,238.95,0.86,0.47,1.05,2.23
Veteran,RSC003574,ChasinAway,FA,Free Agent,N/A,N/A,1.98,10,0.2,2,8,0,1525,1060,465,2,3,11,16,0.125,152.50,0.20,0.30,1.10,1.60
Veteran,RSC003607,Dromaeda,FA,Free Agent,N/A,N/A,58.24,12,0.417,5,7,2,2931,2580,351,9,6,21,33,0.243,244.17,0.67,0.50,1.67,2.75
Veteran,,DudeAss,FA,Free Agent,N/A,N/A,32.14,28,0.357,10,18,1,5140,4540,600,20,13,26,59,0.322,183.57,0.68,0.43,0.89,2.11
Veteran,,Hanzo253,FA,Free Agent,N/A,N/A,51.14,44,0.477,21,23,4,8670,7930,740,44,25,24,108,0.411,197.05,1.00,0.57,0.55,2.43
Veteran,,Jibber,FA,Free Agent,N/A,N/A,68.09,15,0.6,9,6,2,3641,3470,171,17,11,18,32,0.516,242.67,1.07,0.67,1.20,2.07
Veteran,,NinJa,FA,Free Agent,N/A,N/A,51.96,36,0.472,17,19,6,8010,6490,1520,25,25,38,84,0.301,222.50,0.69,0.67,1.03,2.31
Veteran,,Pengquin,FA,Free Agent,N/A,N/A,33.89,8,0.25,2,6,1,1620,1260,360,5,2,9,21,0.238,202.50,0.63,0.25,1.13,2.63
Veteran,RSC002057,Sora,FA,Free Agent,N/A,N/A,67.04,12,0.5,6,6,3,2976,2510,466,12,6,13,36,0.333,247.92,1.00,0.42,1.08,3.00
Veteran,RSC003631,SupremE,FA,Free Agent,N/A,N/A,90.82,3,1,3,0,0,651,740,-89,3,4,3,9,0.375,216.67,1.00,1.33,0.67,2.67
Veteran,RSC001070,Tigerbot,FA,Free Agent,N/A,N/A,30.6,20,0.35,7,13,3,3655,2950,705,14,9,14,40,0.350,182.75,0.70,0.45,0.70,2.00
Veteran,RSC001774,Tysqueezy,FA,Free Agent,N/A,N/A,63.34,48,0.521,25,23,7,10911,9510,1401,44,30,45,136,0.316,227.29,0.90,0.63,0.92,2.83
Veteran,,U_Dun_Did_It_Now,FA,Free Agent,N/A,N/A,102.71,4,1,4,0,2,1185,1030,155,6,1,5,13,0.462,296.25,1.50,0.25,1.25,3.25
Veteran,,xPromini,FA,Free Agent,N/A,N/A,22.36,12,0.333,4,8,0,2010,1940,70,6,7,16,19,0.263,167.50,0.42,0.58,1.33,1.58
Veteran,RSC002671,Aimz,Furies,"F Words for 200, Alex",Solar,N/A,100.81,44,0.705,31,13,13,12956,10880,2076,46,53,47,128,0.359,294.43,1.05,1.18,1.07,2.91
Veteran,,Chrisaka,Furies,"F Words for 200, Alex",Solar,N/A,72.46,52,0.692,36,16,11,12961,10710,2251,51,39,48,126,0.400,249.23,0.96,0.75,0.90,2.40
Veteran,RSC001420,KittenDuck,Furies,"F Words for 200, Alex",Solar,N/A,77.81,20,0.65,13,7,4,4915,4640,275,27,10,18,54,0.500,245.75,1.35,0.50,0.90,2.70
Veteran,RSC002018,Prine,Furies,"F Words for 200, Alex",Solar,N/A,94.7,56,0.75,42,14,12,15236,13900,1336,67,51,60,165,0.406,272.05,1.20,0.89,1.05,2.95
Veteran,,Demon,Gladiators,The Sovereign,Lunar,N/A,66.31,56,0.696,39,17,9,13090,11170,1920,56,26,56,147,0.381,233.75,1.00,0.46,1.00,2.63
Veteran,RSC001260,Dream-Catcher,Gladiators,The Sovereign,Lunar,N/A,64.77,52,0.673,35,17,8,11691,10010,1681,48,26,48,151,0.320,224.81,0.92,0.50,0.90,2.89
Veteran,,Dsnipa26,Gladiators,The Sovereign,Lunar,N/A,80.6,56,0.679,38,18,21,15490,11590,3900,48,35,66,174,0.276,276.61,0.86,0.63,1.16,3.11
Veteran,RSC000481,SugarmanZ,Gladiators,The Sovereign,Lunar,N/A,36.58,16,0.5,8,8,2,3100,2450,650,10,4,17,40,0.256,193.75,0.63,0.25,1.06,2.44
Veteran,,Peach Tundra,Jazz,Studio City,Lunar,N/A,53.33,22,0.5,11,11,4,4775,3710,1065,18,16,12,51,0.360,217.05,0.82,0.73,0.55,2.27
Veteran,,Slurpee,Jazz,Studio City,Lunar,N/A,62.14,64,0.453,29,35,11,15605,13460,2145,55,45,85,146,0.377,243.83,0.86,0.69,1.33,2.28
Veteran,,Theclamhammer69,Jazz,Studio City,Lunar,N/A,49.85,60,0.4,24,36,13,13985,11420,2565,47,26,81,137,0.338,233.08,0.77,0.43,1.35,2.27
Veteran,RSC003565,Bored,Katanas,The Ninja Academy,Solar,N/A,43.97,40,0.35,14,26,6,9055,6860,2195,29,13,47,96,0.302,226.38,0.73,0.33,1.18,2.40
Veteran,RSC003570,DarthGoje,Katanas,The Ninja Academy,Solar,N/A,48.87,48,0.396,19,29,9,10925,8250,2675,34,26,47,120,0.275,227.60,0.69,0.52,0.98,2.50
Veteran,RSC006889,Jay,Katanas,The Ninja Academy,Solar,N/A,47.29,56,0.393,22,34,6,12165,11320,845,44,26,88,122,0.355,217.23,0.77,0.46,1.55,2.16
Veteran,,NinjasebFan,Katanas,The Ninja Academy,Solar,N/A,46.69,52,0.442,23,29,6,11120,8830,2290,39,26,48,123,0.317,213.85,0.75,0.50,0.90,2.37
Veteran,,Bmill56(Girth),Kings,House of Cards,Lunar,N/A,27.19,24,0.458,11,13,3,4286,3590,696,12,9,30,44,0.273,178.54,0.50,0.38,1.25,1.83
Veteran,,Dribbler,Kings,House of Cards,Lunar,N/A,46.8,55,0.418,23,32,10,11841,10360,1481,44,28,68,116,0.379,215.27,0.80,0.49,1.24,2.11
Veteran,,I'mJustBuck,Kings,House of Cards,Lunar,N/A,32.43,43,0.349,15,28,4,8715,6540,2175,31,16,36,84,0.357,202.67,0.70,0.35,0.84,1.95
Veteran,RSC000159,Prussia,Kings,House of Cards,Lunar,N/A,23.6,48,0.312,15,33,3,8880,7340,1540,27,15,60,89,0.292,185.00,0.54,0.29,1.25,1.85
Veteran,RSC003618,Creature,Leviathans,πολύ κεφάλη,Lunar,N/A,71.02,60,0.667,40,20,13,14501,12420,2081,63,38,54,152,0.415,241.67,1.05,0.63,0.90,2.53
Veteran,RSC000329,Melted,Leviathans,πολύ κεφάλη,Lunar,N/A,72.38,60,0.667,40,20,10,15135,12390,2745,47,44,77,164,0.281,252.25,0.77,0.73,1.28,2.73
Veteran,,Xerotherm,Leviathans,πολύ κεφάλη,Lunar,N/A,96.49,48,0.688,33,15,15,14271,12080,2191,51,38,70,158,0.319,297.29,1.04,0.77,1.46,3.27
Veteran,RSC001237,delta_hx,Leviathans,πολύ κεφάλη,Lunar,N/A,29.51,16,0.562,9,7,2,2965,2380,585,10,4,18,28,0.370,185.31,0.63,0.25,1.13,1.69
Veteran,RSC000127,Czexmix,Nebulas,Galaxy Squad,Lunar,N/A,78.72,40,0.6,24,16,12,10290,9110,1180,43,37,41,91,0.473,257.25,1.08,0.93,1.03,2.28
Veteran,RSC001252,Dondochaka,Nebulas,Galaxy Squad,Lunar,N/A,46,46,0.565,26,20,6,9286,7580,1706,33,29,37,98,0.327,201.85,0.70,0.61,0.80,2.13
Veteran,,Super Saiyan,Nebulas,Galaxy Squad,Lunar,N/A,59.38,41,0.561,23,18,6,9115,8330,785,41,28,39,88,0.460,222.32,0.98,0.66,0.95,2.12
Veteran,RSC000056,tykilla,Nebulas,Galaxy Squad,Lunar,N/A,54.84,51,0.549,28,23,10,10990,9840,1150,43,32,56,114,0.377,215.49,0.84,0.61,1.10,2.24
Veteran,RSC001275,Eldino,Pitbulls,The Great Hounds,Solar,N/A,36.07,35,0.571,20,15,4,6605,4850,1755,18,20,27,70,0.257,188.71,0.51,0.57,0.77,2.00
Veteran,RSC003557,MY CABBAGES,Pitbulls,The Great Hounds,Solar,N/A,21.48,44,0.364,16,28,1,7490,6330,1160,21,21,50,68,0.309,170.23,0.48,0.48,1.14,1.55
Veteran,RSC003602,Pandamime,Pitbulls,The Great Hounds,Solar,N/A,76.14,36,0.583,21,15,15,10146,8010,2136,39,13,49,101,0.390,281.81,1.08,0.36,1.36,2.78
Veteran,,Vygil,Pitbulls,The Great Hounds,Solar,N/A,22.99,42,0.333,14,28,4,7306,6750,556,23,15,59,75,0.297,173.93,0.52,0.36,1.38,1.76
Veteran,RSC000525,CheesePie,Quads,The Quad Dynasty,Solar,N/A,35.2,56,0.375,21,35,10,11240,9730,1510,38,18,77,118,0.314,200.71,0.66,0.30,1.38,2.11
Veteran,RSC000683,Jiggy,Quads,The Quad Dynasty,Solar,N/A,41.52,44,0.364,16,28,5,9060,8090,970,32,17,60,104,0.301,205.91,0.71,0.39,1.34,2.34
Veteran,,Robbinghope,Quads,The Quad Dynasty,Solar,N/A,16.95,30,0.4,12,18,0,4725,4080,645,15,12,30,48,0.319,157.50,0.50,0.37,0.97,1.57
Veteran,RSC003615,Turtle_Assassin,Quads,The Quad Dynasty,Solar,N/A,35.56,40,0.35,14,26,6,7775,6170,1605,22,23,39,87,0.253,194.38,0.55,0.58,0.98,2.18
Veteran,RSC000406,Mako,TI-84 Plus,Totally Calculated,Solar,N/A,60.96,50,0.52,26,24,11,11850,9360,2490,39,30,52,136,0.287,237.00,0.78,0.60,1.04,2.72
Veteran,,Siefkerb1,TI-84 Plus,Totally Calculated,Solar,N/A,35.17,10,0.6,6,4,1,1825,1500,325,6,4,10,20,0.300,182.50,0.60,0.40,1.00,2.00
Veteran,RSC005318,Bean,Thunderbirds,The Birdcage,Lunar,N/A,34.38,47,0.362,17,30,5,9461,7830,1631,32,15,58,98,0.317,201.28,0.66,0.32,1.23,2.09
Veteran,RSC001294,FlyingMongoose,Thunderbirds,The Birdcage,Lunar,N/A,16.07,21,0.333,7,14,1,3475,2860,615,10,7,23,36,0.250,165.48,0.43,0.33,1.10,1.71
Veteran,,Hungryhobbes,Thunderbirds,The Birdcage,Lunar,N/A,48.08,24,0.458,11,13,4,5651,4640,1011,14,14,42,44,0.325,235.42,0.58,0.58,1.75,1.79
Veteran,RSC001703,Spoopy Ougi,Thunderbirds,The Birdcage,Lunar,N/A,43.51,56,0.375,21,35,8,13036,9990,3046,38,18,81,124,0.299,232.77,0.66,0.32,1.45,2.21
Veteran,RSC003628,Bloo,Titans,The Acropolis,Solar,N/A,53.62,44,0.545,24,20,10,9895,8270,1625,33,27,53,97,0.344,224.89,0.75,0.59,1.18,2.18
Veteran,,Hendothaneezy,Titans,The Acropolis,Solar,N/A,29.66,35,0.514,18,17,1,5490,5290,200,23,16,30,69,0.333,156.86,0.66,0.46,0.86,1.97
Veteran,,crazyninja8,Titans,The Acropolis,Solar,N/A,55.55,42,0.643,27,15,10,9616,7470,2146,31,23,45,97,0.323,228.93,0.74,0.52,1.07,2.29
Veteran,,macklishhh,Titans,The Acropolis,Solar,N/A,72.19,46,0.609,28,18,11,11415,10000,1415,52,23,48,125,0.419,248.15,1.13,0.50,1.04,2.70
Veteran,RSC001851,Comentix,Vipers,The Snake Pit,Solar,N/A,52.29,50,0.48,24,26,9,11880,9530,2350,40,23,67,103,0.388,237.60,0.80,0.46,1.34,2.06
