Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Challenger,RSC004105,OldManSpooky180,Metal,The Elements,Solar,N/A,35.49,45,0.533,24,21,6,12984,6940,6044,28,21,46,79,0.354,288.53,0.62,0.47,1.02,1.76
Challenger,RSC006067,ShinxX403,Metal,The Elements,Solar,N/A,66.42,48,0.563,27,21,12,18077,10430,7647,44,21,73,133,0.331,376.60,0.92,0.44,1.52,2.77
Challenger,RSC007317,TheDarkHero77,Metal,The Elements,Solar,N/A,66.82,35,0.600,21,14,8,12957,6960,5997,24,23,47,106,0.226,370.20,0.69,0.66,1.34,3.03
Challenger,RSC005834,IIIYummyIIII,Moose Tracks,Creme De Bonte,Solar,N/A,59.62,33,0.606,20,13,6,10740,6560,4180,33,15,32,91,0.363,325.45,1.00,0.46,0.97,2.76
Challenger,RSC006323,deneyed,Moose Tracks,Creme De Bonte,Solar,N/A,44.82,47,0.404,19,28,5,14970,8530,6440,29,24,67,108,0.269,318.49,0.62,0.51,1.43,2.30
Challenger,RSC000426,struttrl,Moose Tracks,Creme De Bonte,Solar,N/A,41.76,57,0.561,32,25,9,18425,9410,9015,29,31,79,101,0.287,323.23,0.51,0.54,1.39,1.77
Challenger,RSC007222,S3EZ,Nightfall,The Shadows,Lunar,N/A,39.63,51,0.431,22,29,5,15933,8640,7293,33,24,64,94,0.351,312.41,0.65,0.47,1.26,1.84
Challenger,RSC007242,Sym,Nightfall,The Shadows,Lunar,N/A,55.36,48,0.438,21,27,8,16454,9350,7104,36,29,62,120,0.300,342.79,0.75,0.60,1.29,2.50
Challenger,RSC005059,TechFour,Nightfall,The Shadows,Lunar,N/A,46.88,52,0.423,22,30,7,16140,9910,6230,40,25,69,121,0.331,310.38,0.77,0.48,1.33,2.33
Challenger,RSC000221,Treefrog,Nightfall,The Shadows,Lunar,N/A,36.81,24,0.292,7,17,0,6996,3850,3146,16,15,21,45,0.356,291.50,0.67,0.63,0.88,1.88
Challenger,RSC006696,CFBEAR8831,Panda Bears,The Bear Den,Lunar,N/A,55.02,33,0.606,20,13,7,10514,6240,4274,27,20,35,79,0.342,318.58,0.82,0.61,1.06,2.39
Challenger,RSC002897,VickyViksta,Panda Bears,The Bear Den,Lunar,N/A,57.27,48,0.479,23,25,9,16102,9750,6352,42,23,62,130,0.323,335.44,0.88,0.48,1.29,2.71
Challenger,RSC002897,VickyViksta,Panda Bears,The Bear Den,Lunar,N/A,48.71,48,0.021,1,1,0,16102,400,15702,3,0,1,5,0.600,335.44,0.88,0.48,1.29,2.71
Challenger,RSC002413,dafiya711,Panda Bears,The Bear Den,Lunar,N/A,72.51,51,0.529,27,24,11,18838,11500,7338,50,35,65,150,0.333,369.37,0.98,0.69,1.28,2.94
Challenger,RSC004679,shadic148,Panda Bears,The Bear Den,Lunar,N/A,67.86,19,0.579,11,8,4,6619,3990,2629,17,16,20,49,0.347,348.32,0.90,0.84,1.05,2.58
Challenger,RSC005513,TV_ImpactReapz,Pygmy Sperms,Whale Defense,Lunar,N/A,56.16,46,0.630,29,17,7,15265,8840,6425,28,31,67,114,0.246,331.83,0.61,0.67,1.46,2.48
Challenger,RSC000331,Turtle_Supreme,Pygmy Sperms,Whale Defense,Lunar,N/A,78.54,59,0.593,35,24,16,22359,13610,8749,71,35,58,186,0.382,378.95,1.20,0.59,0.98,3.15
Challenger,RSC001820,YourEvilTwin,Pygmy Sperms,Whale Defense,Lunar,N/A,36.57,11,0.455,5,6,1,2908,1630,1278,5,9,9,23,0.217,264.36,0.46,0.82,0.82,2.09
Challenger,RSC005655,oneplayamaker,Pygmy Sperms,Whale Defense,Lunar,N/A,78.6,60,0.583,35,25,11,22610,13640,8970,61,47,66,189,0.323,376.82,1.02,0.78,1.10,3.15
Challenger,RSC004763,Rmuru-,Slow Starfish,Speed Demons,Lunar,N/A,60.68,39,0.564,22,17,10,14228,8100,6128,40,14,50,90,0.444,364.82,1.03,0.36,1.28,2.31
Challenger,RSC004456,ShazamPoof,Slow Starfish,Speed Demons,Lunar,N/A,52.69,43,0.651,28,15,6,13552,7980,5572,34,22,49,103,0.330,315.16,0.79,0.51,1.14,2.40
Challenger,RSC004509,tazlien,Slow Starfish,Speed Demons,Lunar,N/A,6.59,20,0.400,8,12,0,4528,2140,2388,4,9,22,19,0.211,226.40,0.20,0.45,1.10,0.95
Challenger,RSC004509,tazlien,Slow Starfish,Speed Demons,Lunar,N/A,-0.88,20,0.000,0,4,0,4528,730,3798,3,3,4,8,0.375,226.40,0.20,0.45,1.10,0.95
Challenger,RSC004399,zippythegnome,Slow Starfish,Speed Demons,Lunar,N/A,78.43,55,0.618,34,21,16,22311,13000,9311,48,42,92,150,0.320,405.64,0.87,0.76,1.67,2.73
Challenger,RSC006240,Canadian Gamer,Solstice Sake,5 O'clock Nowhere,Solar,N/A,33.45,21,0.667,14,7,5,5678,3080,2598,12,9,21,38,0.316,270.38,0.57,0.43,1.00,1.81
Challenger,RSC006211,Chase,Solstice Sake,5 O'clock Nowhere,Solar,N/A,64.58,60,0.683,41,19,12,20939,11470,9469,47,37,63,177,0.266,348.97,0.78,0.62,1.05,2.95
Challenger,RSC006881,Cyroic,Solstice Sake,5 O'clock Nowhere,Solar,N/A,65.75,60,0.683,41,19,14,21443,12330,9113,49,30,83,178,0.275,357.38,0.82,0.50,1.38,2.97
Challenger,RSC002412,Rosefanatic3615,Solstice Sake,5 O'clock Nowhere,Solar,N/A,75.03,39,0.692,27,12,10,14757,8930,5827,42,22,51,108,0.389,378.36,1.08,0.56,1.31,2.77
Challenger,RSC005915,BromzaTheOldMan,Spearmint,Minty Fresh,Solar,N/A,26.48,36,0.306,11,25,2,9846,5720,4126,18,15,51,62,0.290,273.50,0.50,0.42,1.42,1.72
Challenger,RSC001933,Ducky,Spearmint,Minty Fresh,Solar,N/A,51.84,41,0.463,19,22,3,12993,7470,5523,30,33,39,87,0.345,316.88,0.73,0.81,0.95,2.12
Challenger,RSC006066,GoldenTiger5,Spearmint,Minty Fresh,Solar,N/A,46.91,43,0.442,19,24,6,13242,7840,5402,31,25,50,99,0.313,307.95,0.72,0.58,1.16,2.30
Challenger,RSC007283,Joey711,Spearmint,Minty Fresh,Solar,N/A,77.84,49,0.429,21,28,14,21182,12290,8892,49,20,98,149,0.329,432.27,1.00,0.41,2.00,3.04
Challenger,RSC007283,Joey711,Spearmint,Minty Fresh,Solar,N/A,70.59,49,0.041,2,2,1,21182,920,20262,4,1,7,12,0.333,432.27,1.00,0.41,2.00,3.04
Challenger,RSC007276,Cloudgg,Squalls,Storm,Solar,N/A,87.92,51,0.706,36,15,21,21861,12630,9231,60,22,76,173,0.347,428.63,1.18,0.43,1.49,3.39
Challenger,RSC007225,Sykxz,Squalls,Storm,Solar,N/A,69.68,48,0.750,36,12,10,16813,9840,6973,38,36,57,139,0.273,350.27,0.79,0.75,1.19,2.90
Challenger,RSC000726,Way2Luckee,Squalls,Storm,Solar,N/A,59.32,41,0.732,30,11,7,13223,7540,5683,32,34,35,89,0.360,322.49,0.78,0.83,0.85,2.17
Challenger,RSC000967,tr1ppn,Squalls,Storm,Solar,N/A,47.73,40,0.675,27,13,5,11964,6770,5194,25,22,44,97,0.258,299.08,0.63,0.55,1.10,2.43
Challenger,RSC006754,Razalgould,Talent,Production Control Room,Lunar,N/A,25.57,36,0.444,16,20,6,9170,4920,4250,18,14,34,72,0.250,254.72,0.50,0.39,0.94,2.00
Challenger,RSC005154,TacoBae,Talent,Production Control Room,Lunar,N/A,61.86,44,0.545,24,20,13,15973,8660,7313,39,22,50,116,0.336,363.02,0.89,0.50,1.14,2.64
Challenger,RSC005747,TxAggie,Talent,Production Control Room,Lunar,N/A,26.45,52,0.385,20,32,4,13757,6990,6767,25,27,44,94,0.266,264.54,0.48,0.52,0.85,1.81
Challenger,RSC006769,baltostorm,Talent,Production Control Room,Lunar,N/A,34.41,31,0.452,14,17,2,9607,4950,4657,17,7,45,65,0.262,309.90,0.55,0.23,1.45,2.10
Challenger,RSC003886,Bobby Dangler.,Threshers,Shark Attack,Solar,N/A,13.18,31,0.226,7,24,2,7569,4140,3429,16,6,35,49,0.327,244.13,0.52,0.19,1.13,1.58
Challenger,RSC004844,Calicat01,Threshers,Shark Attack,Solar,N/A,34.44,58,0.310,18,40,6,16776,9510,7266,38,20,68,131,0.290,289.24,0.66,0.35,1.17,2.26
Challenger,RSC006814,Oksano.-,Threshers,Shark Attack,Solar,N/A,39.61,33,0.485,16,17,8,9901,4820,5081,14,21,32,77,0.182,300.03,0.42,0.64,0.97,2.33
Challenger,RSC006464,vAirwick,Threshers,Shark Attack,Solar,N/A,35.29,50,0.320,16,34,3,15490,8090,7400,29,19,64,104,0.279,309.80,0.58,0.38,1.28,2.08
Challenger,RSC002427,Free.,Toucans,The Jungle,Solar,N/A,40.18,40,0.425,17,23,8,12182,6560,5622,23,21,47,86,0.267,304.55,0.58,0.53,1.18,2.15
Challenger,RSC002427,Free.,Toucans,The Jungle,Solar,N/A,32.71,40,0.025,1,3,0,12182,350,11832,0,1,5,5,0.000,304.55,0.58,0.53,1.18,2.15
Challenger,RSC006664,Godless,Toucans,The Jungle,Solar,N/A,63.97,52,0.500,26,26,13,19520,11020,8500,46,29,74,127,0.362,375.37,0.89,0.56,1.42,2.44
Challenger,RSC006747,Panda,Toucans,The Jungle,Solar,N/A,39.57,50,0.480,24,26,3,14132,7870,6262,34,19,44,132,0.258,282.64,0.68,0.38,0.88,2.64
Challenger,RSC007313,xNunYaBidn3ss,Toucans,The Jungle,Solar,N/A,30.85,34,0.500,17,17,3,9554,4950,4604,18,11,38,70,0.257,281.00,0.53,0.32,1.12,2.06
Challenger,RSC007187,Ay Joos,Trippy Hippies,Vibe Tribe,Lunar,N/A,50.66,59,0.407,24,35,8,20150,11130,9020,47,24,76,143,0.329,341.51,0.80,0.41,1.29,2.42
Challenger,RSC007256,Dark Odst RW7,Trippy Hippies,Vibe Tribe,Lunar,N/A,63.94,57,0.491,28,29,8,20094,11960,8134,50,39,70,151,0.331,352.51,0.88,0.68,1.23,2.65
Challenger,RSC005475,MsEnvy-,Trippy Hippies,Vibe Tribe,Lunar,N/A,49.98,56,0.429,24,32,9,18483,10270,8213,38,33,70,132,0.288,330.05,0.68,0.59,1.25,2.36
Challenger,RSC004565,Ole.Mr.Bison.,Trippy Hippies,Vibe Tribe,Lunar,N/A,27.53,14,0.214,3,11,1,3870,1990,1880,7,7,13,29,0.241,276.36,0.50,0.50,0.93,2.07
Challenger,RSC006777,AlteredSp4rky,Void,Event Horizon,Solar,N/A,34.33,35,0.486,17,18,4,9845,5020,4825,19,22,28,62,0.306,281.26,0.54,0.63,0.80,1.77
Challenger,RSC006935,Bazzinga,Void,Event Horizon,Solar,N/A,58.48,60,0.517,31,29,13,22007,11990,10017,47,26,89,154,0.305,366.78,0.78,0.43,1.48,2.57
Challenger,RSC005696,Jack.flv,Void,Event Horizon,Solar,N/A,52.27,51,0.529,27,24,11,17072,9330,7742,34,27,66,128,0.266,334.73,0.67,0.53,1.29,2.51
Challenger,RSC006643,Napkhan,Void,Event Horizon,Solar,N/A,29.59,34,0.529,18,16,3,9239,5050,4189,23,7,35,65,0.354,271.71,0.68,0.21,1.03,1.91
Challenger,RSC003387,Redline,Zombies,The Monster Mash,Lunar,N/A,71.97,36,0.528,19,17,15,14389,8240,6149,42,16,47,89,0.472,399.67,1.17,0.44,1.31,2.47
Challenger,RSC001763,Trav.,Zombies,The Monster Mash,Lunar,N/A,41.36,34,0.412,14,20,3,10487,5910,4577,18,22,47,66,0.273,308.44,0.53,0.65,1.38,1.94
Challenger,RSC005526,Vortex3524,Zombies,The Monster Mash,Lunar,N/A,43.82,46,0.522,24,22,5,14003,7350,6653,30,27,40,100,0.300,304.41,0.65,0.59,0.87,2.17
Challenger,RSC005164,r00k46,Zombies,The Monster Mash,Lunar,N/A,48.59,56,0.482,27,29,5,18800,10490,8310,37,30,83,114,0.325,335.70,0.66,0.54,1.48,2.04
Contender,RSC007203,CoachJimmy_TECT,Celestial Cider,5 O'clock Nowhere,N/A,N/A,66,37,0.568,21,16,9,12428,7150,5278,28,21,48,90,0.311,335.89,0.76,0.57,1.30,2.43
Contender,RSC007138,GFC-RAIDER,Celestial Cider,5 O'clock Nowhere,N/A,N/A,67.07,43,0.628,27,16,7,14712,8180,6532,34,21,53,108,0.315,342.12,0.79,0.49,1.23,2.51
Contender,RSC007202,GreatHonda,Celestial Cider,5 O'clock Nowhere,N/A,N/A,71.66,51,0.588,30,21,13,17865,10130,7735,51,25,51,123,0.415,350.29,1.00,0.49,1.00,2.41
Contender,RSC007302,wiieland,Celestial Cider,5 O'clock Nowhere,N/A,N/A,-0.8,2,0.000,0,2,0,601,250,351,0,1,4,0,0.000,300.50,0.00,0.50,2.00,0.00
Contender,RSC002796,Carno,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,28.97,48,0.292,14,34,4,13273,7660,5613,36,17,46,91,0.396,276.52,0.75,0.35,0.96,1.90
Contender,RSC006487,KorusRay,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,39.28,32,0.500,16,16,4,9513,4830,4683,19,16,32,53,0.358,297.28,0.59,0.50,1.00,1.66
Contender,RSC006800,SHHHM3LLIT,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,63.57,50,0.360,18,32,9,17402,9400,8002,34,33,62,125,0.272,348.04,0.68,0.66,1.24,2.50
Contender,RSC006822,Yung_itsu,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,32.17,28,0.393,11,17,1,7779,4550,3229,21,9,29,55,0.382,277.79,0.75,0.32,1.04,1.96
Contender,RSC003223,AZoroARK,Clover,Flower Road,N/A,N/A,20.51,30,0.333,10,20,2,8466,4530,3936,18,6,39,48,0.375,282.17,0.60,0.20,1.30,1.60
Contender,RSC006587,Enterprise15,Clover,Flower Road,N/A,N/A,52.97,46,0.543,25,21,9,14152,8240,5912,31,27,58,89,0.348,307.65,0.67,0.59,1.26,1.94
Contender,RSC006308,SqueezySponge,Clover,Flower Road,N/A,N/A,77.87,47,0.617,29,18,14,17023,9290,7733,46,21,44,144,0.319,362.19,0.98,0.45,0.94,3.06
Contender,RSC007102,tepochtli1331,Clover,Flower Road,N/A,N/A,58.44,17,0.529,9,8,2,5462,3060,2402,9,13,24,31,0.290,321.29,0.53,0.77,1.41,1.82
Contender,RSC005974,Angry-Hermit,Devoured,Destined,N/A,N/A,26.47,40,0.500,20,20,2,9880,5470,4410,24,19,29,67,0.358,246.98,0.60,0.48,0.73,1.68
Contender,RSC006880,Kenjicat17,Devoured,Destined,N/A,N/A,64.91,30,0.567,17,13,7,9873,5900,3973,24,15,39,80,0.300,329.07,0.80,0.50,1.30,2.67
Contender,RSC007218,LxlKermit,Devoured,Destined,N/A,N/A,45.84,35,0.400,14,21,3,10931,6000,4931,25,18,39,65,0.385,312.29,0.71,0.51,1.11,1.86
Contender,RSC007297,Marc_Byy_8,Devoured,Destined,N/A,N/A,74.52,53,0.453,24,29,10,18872,10970,7902,57,26,49,152,0.375,356.06,1.08,0.49,0.93,2.87
Contender,RSC007307,Jmh187-,Free Agent,Free Agent,N/A,N/A,76.21,17,0.471,8,9,1,5978,3560,2418,16,9,19,56,0.286,351.59,0.94,0.53,1.12,3.29
Contender,RSC006022,N0MrThomasMN,Free Agent,Free Agent,N/A,N/A,56.27,3,0.667,2,1,1,987,610,377,4,0,3,6,0.667,328.67,1.33,0.00,1.00,2.00
Contender,RSC007020,XxExGENxX,Free Agent,Free Agent,N/A,N/A,40.76,39,0.538,21,18,4,11266,5890,5376,23,20,37,74,0.311,288.85,0.59,0.51,0.95,1.90
Contender,RSC002849,sharkkilla06,Free Agent,Free Agent,N/A,N/A,18.25,20,0.550,11,9,1,4816,2410,2406,9,8,16,31,0.290,240.80,0.45,0.40,0.80,1.55
Contender,RSC006441,tvitchyramrod420,Free Agent,Free Agent,N/A,N/A,32.56,14,0.286,4,10,1,4065,2200,1865,6,8,19,25,0.240,290.29,0.43,0.57,1.36,1.79
Contender,RSC006344,FerrisCrueller,Ice,The Elements,N/A,N/A,62.2,49,0.633,31,18,8,15581,8970,6611,38,28,53,112,0.339,317.96,0.78,0.57,1.08,2.29
Contender,RSC000989,Piky Life88,Ice,The Elements,N/A,N/A,52.15,20,0.700,14,6,4,5824,3550,2274,18,7,19,45,0.400,291.20,0.90,0.35,0.95,2.25
Contender,RSC007262,Vvreze,Ice,The Elements,N/A,N/A,76.64,47,0.596,28,19,13,16435,9490,6945,41,30,53,124,0.331,349.66,0.87,0.64,1.13,2.64
Contender,RSC006569,mulliganisoup,Ice,The Elements,N/A,N/A,70.74,52,0.615,32,20,10,18151,10300,7851,49,23,58,135,0.363,349.04,0.94,0.44,1.12,2.60
Contender,RSC006422,HuggingThor,Rad Lads,Vibe Tribe,N/A,N/A,30.01,27,0.481,13,14,3,7113,3790,3323,19,10,17,54,0.352,263.44,0.70,0.37,0.63,2.00
Contender,RSC006422,HuggingThor,Rad Lads,Vibe Tribe,N/A,N/A,17.41,27,0.074,2,6,0,7113,1070,6043,3,6,7,12,0.250,263.44,0.70,0.37,0.63,2.00
Contender,RSC007322,Sakhuta,Rad Lads,Vibe Tribe,N/A,N/A,94.1,42,0.667,28,14,16,16968,9070,7898,44,24,46,117,0.376,404.00,1.05,0.57,1.10,2.79
Contender,RSC006498,Snoww.,Rad Lads,Vibe Tribe,N/A,N/A,55.99,44,0.591,26,18,5,13886,7670,6216,33,20,46,107,0.308,315.57,0.75,0.46,1.05,2.43
Contender,RSC005862,iHydro,Rad Lads,Vibe Tribe,N/A,N/A,75.25,43,0.535,23,20,8,14936,8570,6366,35,29,48,122,0.287,347.33,0.81,0.67,1.12,2.84
Contender,RSC005870,Evil twin,Wisps,The Monster Mash,N/A,N/A,26.9,50,0.300,15,35,6,13938,8070,5868,31,18,64,87,0.356,278.76,0.62,0.36,1.28,1.74
Contender,RSC006817,Froz3nSlack5r,Wisps,The Monster Mash,N/A,N/A,57.97,55,0.327,18,37,8,19244,11170,8074,51,17,76,142,0.359,349.89,0.93,0.31,1.38,2.58
Contender,RSC006779,I am CANDYMAN,Wisps,The Monster Mash,N/A,N/A,35.52,18,0.333,6,12,2,5271,2910,2361,9,10,24,31,0.290,292.78,0.50,0.56,1.33,1.72
Contender,RSC006900,VeloxcityX,Wisps,The Monster Mash,N/A,N/A,11.1,31,0.355,11,20,1,7831,3900,3931,12,9,35,50,0.240,252.61,0.39,0.29,1.13,1.61
Contender,RSC006461,Cynical89,Zebras,Safari,N/A,N/A,32.71,38,0.526,20,18,5,10279,5890,4389,27,13,37,69,0.391,270.50,0.71,0.34,0.97,1.82
Contender,RSC006495,HyPe56,Zebras,Safari,N/A,N/A,47.52,38,0.395,15,23,6,12108,6730,5378,26,17,49,83,0.313,318.61,0.68,0.45,1.29,2.18
Contender,RSC007198,SunCeltic,Zebras,Safari,N/A,N/A,67.07,49,0.531,26,23,10,16399,9930,6469,43,28,62,113,0.381,334.67,0.88,0.57,1.27,2.31
Contender,RSC002543,TyTy.,Zebras,Safari,N/A,N/A,73.24,55,0.527,29,26,13,19149,11170,7979,50,32,62,147,0.340,348.16,0.91,0.58,1.13,2.67
Elite,RSC005522,Diviniation,Black Rose,Flower Road,Lunar,N/A,48.72,41,0.537,22,19,1,14872,8360,6512,21,30,79,81,0.259,362.73,0.51,0.73,1.93,1.98
Elite,RSC002105,Flexy,Black Rose,Flower Road,Lunar,N/A,54.17,41,0.659,27,14,7,13490,7600,5890,30,30,37,125,0.240,329.02,0.73,0.73,0.90,3.05
Elite,RSC005068,sturmo.,Black Rose,Flower Road,Lunar,N/A,60.1,42,0.690,29,13,12,15966,9410,6556,39,22,67,106,0.368,380.12,0.93,0.52,1.60,2.52
Elite,RSC004863,wicked,Black Rose,Flower Road,Lunar,N/A,72.6,60,0.633,38,22,19,23801,14620,9181,64,29,93,212,0.302,396.67,1.07,0.48,1.55,3.53
Elite,RSC000037,MD,Blues,Whale Defense,Lunar,N/A,54.71,4,0.500,2,2,1,1566,970,596,2,3,11,7,0.286,391.50,0.50,0.75,2.75,1.75
Elite,RSC000037,MD,Blues,Whale Defense,Lunar,N/A,63.76,4,3.000,12,28,3,1566,7350,-5784,29,24,41,120,0.242,391.50,0.50,0.75,2.75,1.75
Elite,RSC006703,DanGleeballs,Cotija Cartel,Cheese Guild,Solar,N/A,54.02,63,0.508,32,31,10,22490,12650,9840,46,39,88,170,0.271,356.97,0.73,0.62,1.40,2.70
Elite,RSC006459,Daylon,Cotija Cartel,Cheese Guild,Solar,N/A,63.11,63,0.508,32,31,18,24058,14000,10058,62,32,87,185,0.335,381.86,0.98,0.51,1.38,2.94
Elite,RSC006218,Stingray,Cotija Cartel,Cheese Guild,Solar,N/A,55.54,42,0.571,24,18,3,15336,8800,6536,30,31,66,95,0.316,365.12,0.71,0.74,1.57,2.26
Elite,RSC003358,galacticcccc,Cotija Cartel,Cheese Guild,Solar,N/A,23.07,4,0.500,2,2,0,1020,480,540,2,1,2,13,0.154,255.00,0.50,0.25,0.50,3.25
Elite,RSC001848,"peeg2peeg3, lol :>",Cyclones,Storm,Solar,N/A,38.77,56,0.518,29,27,1,17498,9220,8278,34,32,58,132,0.258,312.45,0.61,0.57,1.04,2.36
Elite,RSC000730,silly2bunny3,Cyclones,Storm,Solar,N/A,64.61,16,0.625,10,6,3,5680,3310,2370,12,14,18,51,0.235,354.94,0.75,0.88,1.13,3.19
Elite,RSC004717,slain.,Cyclones,Storm,Solar,N/A,79.54,44,0.636,28,16,12,18488,10530,7958,38,39,67,143,0.266,420.16,0.86,0.89,1.52,3.25
Elite,RSC000623,wall2wall3,Cyclones,Storm,Solar,N/A,63.04,64,0.547,35,29,17,23787,13710,10077,62,30,77,216,0.287,371.66,0.97,0.47,1.20,3.38
Elite,RSC006745,Angel <3,Demons,The Monster Mash,Lunar,N/A,35.35,50,0.200,10,40,3,15998,8760,7238,34,16,67,121,0.281,319.96,0.68,0.32,1.34,2.42
Elite,RSC005515,BaronTac0,Demons,The Monster Mash,Lunar,N/A,29.05,56,0.161,9,47,2,18195,9560,8635,23,20,102,116,0.198,324.91,0.41,0.36,1.82,2.07
Elite,RSC000203,FrostyBrew,Demons,The Monster Mash,Lunar,N/A,48.99,56,0.250,14,42,6,19430,11140,8290,43,31,78,139,0.309,346.96,0.77,0.55,1.39,2.48
Elite,RSC004990,Legend,Demons,The Monster Mash,Lunar,N/A,39.5,26,0.269,7,19,2,8679,4500,4179,15,12,35,65,0.231,333.77,0.58,0.46,1.35,2.50
Elite,RSC001986,No Wisdom Teeth Colinn,Desolation,Event Horizon,Solar,N/A,50.56,60,0.600,36,24,4,19607,11470,8137,39,40,76,177,0.220,326.77,0.65,0.67,1.27,2.95
Elite,RSC005705,Rapidz 0_0,Desolation,Event Horizon,Solar,N/A,65.32,40,0.725,29,11,10,15498,8750,6748,34,25,58,120,0.283,387.43,0.85,0.63,1.45,3.00
Elite,RSC000314,Yoza,Desolation,Event Horizon,Solar,N/A,48.28,20,0.400,8,12,3,6842,3900,2942,15,11,27,50,0.300,342.10,0.75,0.55,1.35,2.50
Elite,RSC006985,no appendix skep,Desolation,Event Horizon,Solar,N/A,76.21,56,0.661,37,19,19,22874,13500,9374,58,41,79,170,0.341,408.45,1.04,0.73,1.41,3.04
Elite,RSC005768,Naro,Despair,The Shadows,Lunar,N/A,60.91,61,0.557,34,27,13,22125,12110,10015,48,49,63,171,0.281,362.69,0.79,0.80,1.03,2.80
Elite,RSC002097,NoobZ,Despair,The Shadows,Lunar,N/A,58.57,59,0.542,32,27,10,20960,12480,8480,55,37,71,158,0.348,355.25,0.93,0.63,1.20,2.68
Elite,RSC001074,Sabre,Despair,The Shadows,Lunar,N/A,24.06,16,0.313,5,11,1,4783,2470,2313,10,3,20,32,0.313,298.88,0.63,0.19,1.25,2.00
Elite,RSC006972,galaxiezz.,Despair,The Shadows,Lunar,N/A,69.08,62,0.516,32,30,10,25318,14480,10838,58,39,100,173,0.335,408.35,0.94,0.63,1.61,2.79
Elite,RSC000016,Beans,Electrons,The Quantum State,Solar,N/A,58.69,41,0.463,19,22,9,15644,8800,6844,32,27,65,100,0.320,381.54,0.78,0.66,1.59,2.44
Elite,RSC002498,Justin,Electrons,The Quantum State,Solar,N/A,53.12,56,0.464,26,30,6,19205,10660,8545,39,40,64,156,0.250,342.93,0.70,0.71,1.14,2.79
Elite,RSC005298,Kaisaroh,Electrons,The Quantum State,Solar,N/A,70.46,53,0.509,27,26,9,21193,12630,8563,57,28,78,163,0.350,399.85,1.08,0.53,1.47,3.08
Elite,RSC003263,Nine,Electrons,The Quantum State,Solar,N/A,34.83,26,0.423,11,15,4,7728,4420,3308,14,14,34,62,0.226,297.23,0.54,0.54,1.31,2.39
Elite,RSC000052,Barra,Elephants,Safari,Solar,N/A,52.82,64,0.656,42,22,15,22084,12570,9514,51,40,77,162,0.315,345.05,0.80,0.63,1.20,2.53
Elite,RSC006903,BobbyWitDatT00L,Elephants,Safari,Solar,N/A,68.57,64,0.656,42,22,11,23800,14130,9670,67,38,67,218,0.307,371.86,1.05,0.59,1.05,3.41
Elite,RSC005899,DJDancingDuckGif,Elephants,Safari,Solar,N/A,65.5,52,0.731,38,14,15,19492,11010,8482,43,42,63,146,0.295,374.83,0.83,0.81,1.21,2.81
Elite,RSC005777,Aqua3129,Fire,The Elements,Solar,N/A,58.68,47,0.426,20,27,12,18094,9720,8374,40,24,64,132,0.303,384.96,0.85,0.51,1.36,2.81
Elite,RSC000508,Bender_Escobar,Fire,The Elements,Solar,N/A,43.68,34,0.353,12,22,1,11195,6550,4645,26,12,48,95,0.274,329.24,0.77,0.35,1.41,2.79
Elite,RSC000183,Rex,Fire,The Elements,Solar,N/A,40.32,44,0.432,19,25,5,14411,8120,6291,27,22,66,102,0.265,327.52,0.61,0.50,1.50,2.32
Elite,RSC005577,Ryan.,Fire,The Elements,Solar,N/A,32.48,41,0.366,15,26,5,12911,6690,6221,19,17,59,99,0.192,314.90,0.46,0.42,1.44,2.42
Elite,RSC005065,AcP.,Free Agent,Free Agent,N/A,N/A,88.12,16,0.625,10,6,3,6775,4370,2405,18,13,27,57,0.316,423.38,1.13,0.81,1.69,3.56
Elite,RSC002917,Arbartenn,Free Agent,Free Agent,N/A,N/A,27.52,19,0.211,4,15,2,5555,3160,2395,11,8,26,36,0.306,292.32,0.58,0.42,1.37,1.90
Elite,RSC005469,Axlos (Goofy and Silly),Free Agent,Free Agent,N/A,N/A,53.59,19,0.526,10,9,6,6959,3940,3019,16,9,28,49,0.327,366.26,0.84,0.47,1.47,2.58
Elite,RSC004313,Causing,Free Agent,Free Agent,N/A,N/A,23.49,4,0.250,1,3,0,1152,500,652,1,2,4,10,0.100,288.00,0.25,0.50,1.00,2.50
Elite,RSC002295,DEMOralize,Free Agent,Free Agent,N/A,N/A,-24.82,6,0.000,0,6,0,902,250,652,0,2,2,5,0.000,150.17,0.00,0.33,0.33,0.83
Elite,RSC000617,Dav,Free Agent,Free Agent,N/A,N/A,19.02,8,0.250,2,6,0,2224,1010,1214,4,4,6,11,0.364,277.88,0.50,0.50,0.75,1.38
Elite,RSC000437,EL L0NELY,Free Agent,Free Agent,N/A,N/A,14.79,12,0.000,0,12,0,3526,1640,1886,4,5,17,14,0.286,293.83,0.33,0.42,1.42,1.17
Elite,RSC000229,Far,Free Agent,Free Agent,N/A,N/A,51.36,4,0.000,0,4,0,1221,780,441,3,3,4,13,0.231,305.25,0.75,0.75,1.00,3.25
